Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
6/29/16,0.11,71.1,81.4,91.8,71.8,0.8,23.46
6/30/16,0,70.7,81.3,91.9,69.6,1.46,28.04
7/1/16,0,72.3,83.2,94,68.8,2.2,33.47
7/2/16,0,74.1,84.8,95.5,70.6,2.18,34.14
7/3/16,0,75.8,84.9,94,73.3,1.83,29.14
7/4/16,0,76.3,85.6,94.8,74,2.04,28.53
7/5/16,0,78,85.6,93.2,74.6,2.99,24.9
7/6/16,0.01,78.5,85.6,92.7,75.1,3.36,23.29
7/7/16,0,77.2,86.1,95,73.7,2.56,29.18
7/8/16,0,76.1,86,95.8,73.7,1.76,31.43
7/9/16,0,74,85.3,96.7,73.3,1.11,33.55
7/10/16,0,76.4,85.9,95.5,72.2,3.03,33.3
7/11/16,0,75.4,84,92.6,73.2,1.52,25.19
7/12/16,0,74.4,84.8,95.3,71.2,1.35,33.99
7/13/16,0,75.7,86.1,96.5,72.1,1.67,35.04
7/14/16,0,75.8,86.7,97.7,73.5,1.92,34.65
7/15/16,0,75.3,86.4,97.4,72.4,2.36,35.96
7/16/16,0,75.1,85.4,95.7,71.6,2.37,33.53
7/17/16,0,73.8,84.7,95.6,70.5,1.91,36.08
7/18/16,0.01,74.2,85,95.9,71.7,1.56,34.41
7/19/16,0,73.5,84.5,95.5,72.4,1.08,32.91
7/20/16,0,73.6,85.2,96.8,72.2,1.42,35.36
7/21/16,0,74.1,85.5,96.9,71.3,1.74,37.04
7/22/16,0,74.7,86.3,97.9,70.5,2.57,39.21
7/23/16,0,76.5,87.7,98.8,72,3.61,39.38
7/24/16,0,75.8,87.1,98.5,72.7,2.29,37.44
7/25/16,0.53,74.6,86.4,98.2,72.2,2.1,37.69
7/26/16,0.26,73.4,84,94.6,73.3,0.67,28.56
7/27/16,0.04,74,83.5,93.1,73.4,0.68,26.41
7/28/16,0.09,74.4,82.8,91.1,73.5,0.83,23.11
7/29/16,0.42,71.9,82.5,93,73,0.4,26.35
7/30/16,0.04,73.2,82.7,92.2,72.7,0.89,25.83
7/31/16,0,74.1,85.4,96.7,72.2,1.11,35.61
8/1/16,0,74.1,85.3,96.4,73.6,0.67,34.16
8/2/16,0,74.7,85.9,97.1,70.2,1.52,39.89
8/3/16,0,76.2,87.3,98.5,72.6,2.35,38.44
8/4/16,0,75.9,87.6,99.3,73.3,1.93,39.18
8/5/16,0,76.1,87.7,99.4,71.9,1.85,40.58
8/6/16,0,76.2,88,99.7,72.8,2.27,41.32
8/7/16,0,73.4,86.1,98.8,72.1,1.29,39.52
8/8/16,0.15,71.6,85.6,99.6,72,1.22,39.1
8/9/16,0.43,72.7,85.3,98,73.3,1.22,36.22
8/10/16,0,74.1,86.7,99.3,73.1,0.92,38.91
8/11/16,0,75.4,87.3,99.3,73.7,1.44,39.72
8/12/16,0,77.8,88.9,100,74.1,2.47,41.55
8/13/16,0,78.4,89.5,100.7,71.9,4.14,44.27
8/14/16,0.31,75.4,83.6,91.9,74.4,0.81,22.92
8/15/16,1.83,71.5,77.5,83.5,72.3,0.73,11.07
8/16/16,0.94,73.6,77.7,81.7,73.1,0.6,8.64
8/17/16,0.88,73.4,78,82.5,73.3,0.68,8.25
8/18/16,1.61,73.5,78.4,83.2,73.5,0.57,9.11
8/19/16,0.1,72.9,79.4,85.9,73.7,0.31,12.68
8/20/16,0.36,74.3,81.9,89.5,74.7,0.57,19.52
8/21/16,0.85,74.6,82.2,89.8,73.8,0.73,21.28
8/22/16,0.11,72.7,76.1,79.6,73.3,0.6,5.38
8/23/16,0.91,72.2,79.9,87.7,73.4,0.41,16.16
8/24/16,0,72.9,82.3,91.7,75.1,0.32,22.49
8/25/16,0,74.1,83.7,93.2,74.5,0.36,27.16
8/26/16,0.3,73.5,83,92.4,73,0.48,25.79
8/27/16,0.39,72.9,79.7,86.6,73.3,0.58,14.78
8/28/16,0.09,73.9,81.5,89.1,72.8,0.9,19.73
8/29/16,0.13,72.1,80.2,88.3,72.2,0.75,17.91
8/30/16,1,71.7,79.8,87.8,72.4,0.74,16.06
8/31/16,0,73.2,82.6,92.1,73.7,1,24.81
9/1/16,0.02,74.6,83.6,92.6,73.2,1.39,25.87
9/2/16,0.12,73,83.2,93.4,72.3,1.37,28.45
9/3/16,0,67.9,78.7,89.5,68.9,1.17,22.97
9/4/16,0,67.4,77.6,87.8,65.2,1.45,24.59
9/5/16,0,68.7,79.9,91.2,71.8,0.59,24.77
9/6/16,0.12,74.7,83.8,93,74.2,0.71,25.27
9/7/16,0,73.4,82.7,92,73.8,0.44,25.21
9/8/16,0,74.1,83.3,92.5,73.7,0.6,26.84
9/9/16,0,74.9,84,93.1,74.1,1.04,26.17
9/10/16,0.11,72.2,82.1,92,72.5,0.95,23.99
9/11/16,1.33,70.6,80.3,90,70.1,0.79,22.78
9/12/16,0,69.4,78.4,87.5,67.6,0.82,21.9
9/13/16,0,70.1,79.9,89.7,71.1,0.67,22.76
9/14/16,0,71.6,81.5,91.5,71.7,0.79,25.28
9/15/16,0,72.3,81.8,91.4,71.7,0.93,24.95
9/16/16,0,72.5,82.5,92.6,72.1,0.72,27.18
9/17/16,0,72.9,82.3,91.7,73.4,0.55,24.54
9/18/16,0,72.9,83,93.2,73.8,0.51,26.16
9/19/16,0,73.6,83.9,94.3,73.7,0.89,29.4
9/20/16,0,73.5,85.1,96.7,74,0.83,32.79
9/21/16,0,66.5,79.6,92.7,69.9,0.51,27.4
9/22/16,0,65.9,79.5,93.1,64.9,0.76,35.49
9/23/16,0,65.3,79,92.8,68.4,0.49,32.96
9/24/16,0.09,70.3,81,91.7,72.2,0.33,25.26
9/25/16,0,69.9,80.7,91.6,70.8,0.48,27.04
9/26/16,0.41,69.6,80,90.4,71.1,0.35,23.61
9/27/16,0.15,64.5,73.8,83,66.5,0.6,13.9
9/28/16,0.04,60.4,70.9,81.4,59.5,0.87,19.09
9/29/16,0,59,71.9,84.8,56,0.74,26.95
9/30/16,0,52.1,66.1,80.1,51.2,0.75,23.23
10/1/16,0,50.7,65.7,80.7,53.6,0.5,23.03
10/2/16,0,53.4,66.6,79.9,56.1,0.48,20.84
10/3/16,0,53.5,68.3,83.1,57.7,0.47,23.42
10/4/16,0,55.2,70,84.9,58.4,0.02,25.35
10/5/16,0,55.7,72,88.2,67.2,0,23.95
10/6/16,0,69.2,79.6,89.9,70.8,0.24,22.94
10/7/16,0,62.9,76.5,90.1,64.9,0.75,29.3
10/8/16,0,63.1,75.9,88.7,63.6,1.21,26.54
10/9/16,0,46.5,64.8,83,52.1,1.13,23.07
10/10/16,0,45.4,62.5,79.7,44.1,0.45,26.71
10/11/16,0,47,65.8,84.6,51.9,0.77,29.05
10/12/16,0,60.9,71.4,82,66.1,0.83,15.01
10/13/16,0,65.7,76.8,88,68.5,0.12,20.65
10/14/16,1,67.5,78.2,88.9,68.6,0.25,24.84
10/15/16,0.12,61.9,70.3,78.7,67,0.03,10.26
10/16/16,0,63.5,76,88.5,68.9,0.01,23.24
10/17/16,0,71.3,80,88.7,69.7,1.25,23.22
10/18/16,0,72.9,80.9,88.8,69.5,1.66,24.24
10/19/16,0,70.5,80.4,90.4,70.1,0.89,25.64
10/20/16,0.2,67,77.6,88.2,70.2,0.06,21.75
10/21/16,0.14,47.5,63.5,79.5,56.6,0.12,15.66
10/22/16,0,41.7,57.3,73,44.8,0.32,18.61
10/23/16,0,40.5,57.8,75.1,43.8,0.22,21.76
10/24/16,0,42.1,59.7,77.4,52.6,0.38,20.22
10/25/16,0,53.1,65.2,77.3,58.8,0.04,13.33
10/26/16,0,50.6,64.5,78.3,54.7,0.41,20.83
10/27/16,0,50.5,66.4,82.3,55.9,0.48,22.87
10/28/16,0,52.8,68.3,83.8,57.4,0.54,24.49
10/29/16,0,53.6,69.3,85,58.6,0.1,24.24
10/30/16,0,54.7,70,85.2,60.8,0,23.84
10/31/16,0,49.5,67.4,85.4,57.3,0,27.32
11/1/16,0,48.6,67.2,85.8,56.3,0.04,28.64
11/2/16,0,59.5,72.1,84.6,65.2,0,17.66
11/3/16,0,61.2,73.5,85.7,66.3,0.05,21.09
11/4/16,0.07,63,73.7,84.4,66.7,0.03,19.42
11/5/16,0,62.2,71,79.8,62.2,1.02,12.3
11/6/16,0.01,60.6,66.4,72.2,49.8,5.93,14.72
11/7/16,0.48,60.1,70.2,80.2,56.4,1,21.55
11/8/16,0,60.7,68.2,75.7,58.2,1.15,14.26
11/9/16,0.05,60.7,65.9,71.2,60.6,1,7.03
11/10/16,0,45.6,59.2,72.8,53.7,0.69,11.89
11/11/16,0,43.8,57.7,71.6,45.7,0.53,17.26
11/12/16,0,48.3,61.4,74.5,50.9,0.62,17.51
11/13/16,0,43.8,59.4,75.1,47,0.74,18.39
11/14/16,0,42.5,55.9,69.2,42.9,0.48,14.97
11/15/16,0,42.3,59.1,75.9,53.7,0.05,15.07
11/16/16,0,46.1,63.7,81.3,50.7,0.34,25.43
11/17/16,0,46.2,64.6,83.1,52.4,0.29,26.17
11/18/16,0,56.6,69,81.5,61.1,0.17,19.36
11/19/16,0.1,37.7,58.2,78.7,45.8,0.96,11.91
11/20/16,0,26.7,45,63.4,26.7,0.15,16.16
11/21/16,0,26.5,45.6,64.6,29.7,0.22,16.81
11/22/16,0,33.3,52.8,72.3,48.3,0.28,15.76
11/23/16,1.55,54.9,66.2,77.5,60.4,0.73,14.26
11/24/16,0.01,40.5,54.7,68.8,46.4,0.33,12.87
11/25/16,0,39.1,54.9,70.8,49.2,0.3,13.81
11/26/16,0,51.5,62.3,73.1,51,0.85,15.52
11/27/16,0,46.3,54.3,62.4,47.9,0.19,6.76
11/28/16,0.3,48.1,58.5,68.8,50.3,0.65,14.54
11/29/16,0.56,42.9,59.9,77,52.4,0.14,14.97
11/30/16,0.48,43.5,57.3,71.1,49.5,0.16,9.57
12/1/16,0,31,47.7,64.4,32.1,0.31,15.47
12/2/16,0,30.9,48,65.1,32.3,0.26,16.43
12/3/16,1.44,35.9,51,66.2,39.9,0.41,15.34
12/4/16,2.61,46.3,47.9,49.6,46.1,0.42,1.36
12/5/16,0.6,46.1,48.6,51.2,45.9,0.49,2.15
12/6/16,0.26,46.1,48.3,50.5,46.5,0.44,1.34
12/7/16,0.04,48.2,51.1,54,48.5,0.16,2.07
12/8/16,0.01,41.8,50.2,58.6,47.2,0.37,5.76
12/9/16,0,29.4,36.9,44.4,26.7,1.02,4.24
12/10/16,0,27,37.5,48,22.8,0.53,7.87
12/11/16,0,31.2,41.4,51.6,30.4,0.95,7.54
12/12/16,0.02,50.5,60.8,71,58.8,0.29,7.02
12/13/16,0,53,59.5,65.9,57.2,0.07,5.97
12/14/16,0.02,50.8,58.6,66.5,55.6,0.02,3.82
12/15/16,0,37.9,49.6,61.3,43,0.8,7.85
12/16/16,0,36.2,46,55.8,31.9,0.63,9.26
12/17/16,0.01,41.5,56.8,72.1,56.4,0.54,4.44
12/18/16,0.03,27.8,53.2,78.7,50.5,1.26,11.35
12/19/16,0,25.4,32.3,39.1,14.5,1.89,4.88
12/20/16,0,24.4,34.8,45.2,13.3,1.22,8.04
12/21/16,0,26.7,41.9,57.1,21.7,1.28,13.09
12/22/16,0,43.8,56.9,70.1,43.4,0.4,15.48
12/23/16,0,43.6,56.7,69.8,42.9,0.08,14.09
12/24/16,0.02,48.5,58.6,68.6,58.6,0.39,3.05
12/25/16,0,65.6,72.6,79.6,64.3,1,15.79
12/26/16,0.03,66.5,72.1,77.7,65.9,1.03,12.68
12/27/16,0.01,60.5,70.7,81,66.3,0.63,15.48
12/28/16,0,56.3,64.4,72.6,56.8,0.12,12.48
12/29/16,0.02,56.5,66.8,77.1,61.9,0.15,11.43
12/30/16,0,36.3,50.8,65.3,27.5,1.48,17.14
12/31/16,0.08,36.6,43.9,51.1,31,1.08,8.46
1/1/17,0.04,47.7,55.6,63.5,55.3,0.05,3.09
1/2/17,0.24,60.1,64.4,68.8,61.9,0.1,5
1/3/17,0.5,46.4,58.1,69.9,52.5,0.23,10.9
1/4/17,0,39,55.5,72.1,41.8,0.83,17.6
1/5/17,0,38.8,42.5,46.2,34.5,1.02,3.97
1/6/17,0.02,31.5,42.3,53,35.1,0.5,3.59
1/7/17,0,16.2,25.4,34.6,18.1,0.61,3.02
1/8/17,0,16.4,28,39.7,12.6,0.35,5.98
1/9/17,0,17.1,32.6,48.2,16.4,0.34,9.39
1/10/17,0,37.4,49.9,62.4,47.1,1.6,7.38
1/11/17,0,62.3,68.8,75.3,60.3,1.42,12.78
1/12/17,0,65.9,71.9,77.8,61.9,2.54,15.18
1/13/17,0.09,62.7,70.6,78.6,62,0.7,15.92
1/14/17,0.19,61,69,76.9,62.7,0.57,13.66
1/15/17,0.08,54.1,64.3,74.6,58.8,0.08,11.82
1/16/17,0.27,60.1,64.9,69.8,61.8,0.17,5.59
1/17/17,0.2,54.9,64.5,74.2,60.4,0.63,10.7
1/18/17,1.3,51.4,54,56.6,50.4,0.55,2.5
1/19/17,1.91,53.2,57.2,61.3,54.5,0.08,1.74
1/20/17,0.12,53.9,58.1,62.2,55,0.2,4
1/21/17,0.02,53.2,62.5,71.8,54.6,0.45,12.77
1/22/17,0.07,52.2,61.7,71.2,55.1,0.05,8.73
1/23/17,0,45.2,55.4,65.5,39.1,3.41,12.31
1/24/17,0,40.1,53.4,66.8,35.7,0.82,16.82
1/25/17,0.05,41.2,59.7,78.2,55.9,0.45,19.1
1/26/17,0,36.3,53.8,71.3,35.1,1.1,20.57
1/27/17,0,29.5,44.2,59,25.7,0.65,13.47
1/28/17,0,28.1,42,55.8,24.1,0.43,11.72
1/29/17,0,31.7,45.5,59.3,27.2,0.96,12.91
1/30/17,0,33.5,48.3,63.1,31.3,0.49,14.08
1/31/17,0,33.6,54.7,75.8,33.4,0.44,25.01
2/1/17,0,40.4,57.8,75.3,42.2,0.55,23.09
2/2/17,0,54.7,66.3,78,58.5,0.27,16.92
2/3/17,0,42.1,54,65.9,44.9,0.7,8.94
2/4/17,0,40.4,47.5,54.7,31.9,1.92,7.91
2/5/17,0.09,41.3,49.8,58.4,38,0.57,6.74
2/6/17,0.06,54.1,64.9,75.7,60.6,0.14,13.06
2/7/17,0,63.5,70.4,77.2,63.4,0.59,12.12
2/8/17,0,49.6,66,82.4,50.9,0.37,28.49
2/9/17,0,43.9,63.8,83.7,43.9,0.62,29.58
2/10/17,0,38.6,52.6,66.5,33.4,1.66,15.79
2/11/17,0,38.9,55.6,72.3,55.6,0.94,10.82
2/12/17,0,65.1,75,85,64.6,1.2,21.61
2/13/17,0,60.7,71.8,82.8,58.6,1.93,20.57
2/14/17,0,57.1,64.8,72.5,46.4,3.03,16.1
2/15/17,1.01,44.3,53.9,63.4,46,0.51,4.18
2/16/17,0,32.1,47.1,62,34.5,0.35,13.25
2/17/17,0,30.9,48,65.2,33.4,0.3,15.93
2/18/17,0.04,40,53.5,67.1,50.7,0.03,10.8
2/19/17,0,57.1,68.9,80.7,59.2,0.48,20.53
2/20/17,0.14,57.1,65.7,74.2,63.5,0.39,7.6
2/21/17,0.98,54,57.8,61.7,56.5,0.08,2.35
2/22/17,0,49.9,61.4,72.9,52.4,0.42,14.32
2/23/17,0,48.4,63.9,79.4,53.4,0.47,19.47
2/24/17,0,51.5,67.2,82.9,55.1,0.56,24.44
2/25/17,0,36.2,57.8,79.4,44.3,0.2,20.34
2/26/17,0,38.6,51.1,63.6,29.3,1.38,15.4
2/27/17,0,41.5,56.4,71.3,50.6,1.16,13.5
2/28/17,0,59.9,71.1,82.4,64.1,0.19,19.48
3/1/17,0,69.9,75.4,80.8,66,2.48,15.31
3/2/17,0,41.5,59.1,76.8,36.5,1.53,19.65
3/3/17,0,31,48.8,66.6,26.6,0.06,18.43
3/4/17,0,31.4,50.9,70.4,31.7,0.22,20.77
3/5/17,0.34,44.3,50.1,55.9,45.3,0.23,6.78
3/6/17,0.52,52.5,59.4,66.3,58.5,0.43,2.53
3/7/17,0.04,65.9,69.8,73.7,65.9,1.14,5.9
3/8/17,0.13,45.7,60.1,74.5,47,0.33,15.59
3/9/17,0,48.6,60.6,72.6,48,0.72,19.23
3/10/17,0,62.4,69.1,75.8,63.5,0.17,10.96
3/11/17,0.03,56.1,68.4,80.8,59.5,0.05,16.53
3/12/17,0.01,36.5,53.8,71,48.4,0.29,9.48
3/13/17,0,40.6,50,59.4,40.6,0.54,8.44
3/14/17,0,29.6,45.1,60.6,39.7,0.11,7.9
3/15/17,0,32.4,49.1,65.8,36.3,0.52,14.86
3/16/17,0,43.7,53.7,63.7,40.8,1.04,11.44
3/17/17,0,46.6,56.8,67,54.2,1.36,7.41
3/18/17,0,58.3,68.4,78.4,59.1,0.57,17.03
3/19/17,0,56.5,69.1,81.6,60.4,0.09,18.82
3/20/17,0,58,70.2,82.5,61.3,0,20.67
3/21/17,0,60.6,72.5,84.4,58.3,1.1,25.63
3/22/17,0,58.1,71.4,84.6,56.6,0.63,27.4
3/23/17,0,59.4,70.8,82.1,60.3,0.11,22.01
3/24/17,0,62.6,73.6,84.6,55.5,1.1,29.68
3/25/17,0.14,57.9,69,80.1,59.8,0.88,17.8
3/26/17,0,42.7,59.5,76.3,48.6,0.01,20.85
3/27/17,0,46.4,64.9,83.5,60.5,0,22.75
3/28/17,0,66,73.3,80.6,65,1.09,14.53
3/29/17,0.22,62.4,73.7,85,63.7,0.89,21.73
3/30/17,0.06,53.4,64.6,75.9,60.1,0.46,9.19
3/31/17,0,47,60.6,74.3,46.7,0.51,19.1
4/1/17,0,46.9,65.4,84,52.2,0.42,28.2
4/2/17,0,54.1,68.2,82.4,55.4,0.71,23.55
4/3/17,2.57,57.6,64.5,71.3,60.5,0.6,5.89
4/4/17,0,54.4,67.5,80.6,54,0.74,22.19
4/5/17,0.01,54,70.2,86.3,55.1,1,29.76
4/6/17,0,36.9,53.2,69.5,41.2,0,16.07
4/7/17,0,39.2,56.8,74.4,40.5,0,22.32
4/8/17,0,38.9,57.5,76.1,45.2,0,21.17
4/9/17,0,48.3,64.3,80.4,53.4,0.03,21.94
4/10/17,0,53,67.1,81.2,59.8,0,18.6
4/11/17,0.46,64,71.4,78.8,64.8,1.02,11.44
4/12/17,0.62,56.8,62.7,68.7,60.6,0.4,5.22
4/13/17,0,61.2,70.4,79.6,62.2,0.71,15.41
4/14/17,0,56.5,68.9,81.3,58.6,0.5,21.02
4/15/17,0,57.6,69.3,81,58.6,0.24,20.16
4/16/17,0,60.9,71.9,82.8,63,0.41,20.36
4/17/17,0.02,65.7,74.9,84,65.1,0.74,19.66
4/18/17,0.16,64.5,74.1,83.7,64.4,1,19.57
4/19/17,0,64.2,70.3,76.5,64.5,0.8,9.76
4/20/17,0.06,65.9,73.5,81.1,66.4,0.71,13.92
4/21/17,0.03,67.7,76.2,84.7,66.2,1.26,19.9
4/22/17,0,68.6,76.7,84.7,66.8,1.8,18.8
4/23/17,0,44.1,58.2,72.4,50.3,0.46,7
4/24/17,0,37,54.5,72,44.9,0,16.9
4/25/17,0,40,59.5,79,49.6,0,22.76
4/26/17,0,54.7,68.5,82.4,65.2,0.58,16.06
4/27/17,0.28,37.5,61.1,84.6,57,0.07,15.67
4/28/17,0,44.1,60.8,77.4,54,0.34,19.1
4/29/17,0,70.4,79.3,88.2,71.5,2.23,19.15
4/30/17,0.27,48.3,64,79.8,64,0,8.95
5/1/17,0,46.2,58.2,70.2,43.2,0.53,16.66
5/2/17,0,48.7,65.2,81.7,50.6,0.47,24.02
5/3/17,0,56,71.1,86.3,55.6,1.04,30.42
5/4/17,1.3,53.8,67.1,80.3,58.8,1.01,10.31
5/5/17,0,52.5,62.6,72.6,44.7,1.96,17.58
5/6/17,0,48.6,62.6,76.6,45.4,0.81,21.97
5/7/17,0,51.3,66.1,81,49.7,0.41,24.77
5/8/17,0,55.2,69,82.9,56.2,0.4,22.87
5/9/17,0,57.3,69.3,81.3,57.8,0.47,19.13
5/10/17,0,58.6,70.8,82.9,64,0.15,16.88
5/11/17,0,64,73.7,83.3,65.4,0.58,17.47
5/12/17,1.02,61,71.7,82.5,66,0.24,13.67
5/13/17,0,59.4,68.9,78.4,59.3,0.81,14.93
5/14/17,0,55.7,68.6,81.5,56.9,0.28,19.75
5/15/17,0,56.4,70.1,83.8,60.1,0.52,21.83
5/16/17,0,60.9,72.9,85,60.5,0.62,25
5/17/17,0,62.4,73.6,84.9,63.9,0.51,20.72
5/18/17,0,71.8,77.7,83.6,68.8,2.38,17.38
5/19/17,0,71.9,80.1,88.3,69.7,1.43,21.22
5/20/17,0,70.2,80,89.7,70.8,1.28,22.5
5/21/17,1.75,66.6,76.2,85.8,67.2,1.07,16.68
5/22/17,0.62,63.1,70.6,78.2,61.9,1.02,12.62
5/23/17,1.71,60.6,64.9,69.2,60.3,0.89,4.48
5/24/17,0.91,55.3,66.1,77,60.1,0.73,11.88
5/25/17,0.09,53.6,64.7,75.8,50.7,0.47,19.49
5/26/17,0,57.2,72.5,87.9,61.3,1.52,26.34
5/27/17,0,72.8,80.9,89,72.2,3.1,18.44
5/28/17,0.02,70.3,80.2,90,73.4,1.31,19.82
5/29/17,1.82,66.2,77.2,88.1,67.3,0.88,17.27
5/30/17,0,66.2,73.5,80.8,67.2,0.83,12.56
5/31/17,0.11,66.9,76.4,85.8,68,0.67,19.46
6/1/17,0.12,67.7,76.2,84.8,68.8,0.97,17.21
6/2/17,0.01,69.3,76.4,83.4,68.3,1.16,15.9
6/3/17,0.45,71.1,79,86.9,70.4,1.39,18.13
6/4/17,0.95,68.4,78.6,88.8,70,0.9,20.07
6/5/17,0,70.1,75.3,80.5,68.1,1.59,10.86
6/6/17,0.18,70.8,76.9,82.9,69,1.7,13.9
6/7/17,0.08,69.9,78.5,87.1,68.5,1.93,19.51
6/8/17,0,59.3,73.5,87.7,62.7,1.33,23.89
6/9/17,0,60,72.9,85.7,57.9,1.61,26.65
6/10/17,0,60.7,71.6,82.5,62.9,0.4,17.89
6/11/17,0,66.4,76.5,86.7,65.3,0.93,23.52
6/12/17,0,69.8,79.7,89.7,71.1,1.15,22.35
6/13/17,0.1,75,81.8,88.5,73,2.46,18.4
6/14/17,0.03,74.9,82.3,89.7,72.9,1.39,21.31
6/15/17,0,75.5,83.7,91.9,72.7,1.73,25.13
6/16/17,0,74.9,83.5,92,72.5,2.09,25.43
6/17/17,0,74.4,83.2,92,72,1.95,25.58
6/18/17,0,74.4,83,91.6,73,1.76,23.28
6/19/17,0,74.7,83.2,91.7,73.3,1.67,23.53
6/20/17,0.02,73.9,82.6,91.4,72.6,1.42,23.63
6/21/17,0,72.5,81.1,89.7,71.2,2.35,20.95
6/22/17,0.45,73.8,79,84.1,70.5,1.53,14.6
6/23/17,0.67,74.7,77.7,80.6,74.3,2.16,6.55
6/24/17,0.27,71.7,81.7,91.6,74.7,1.11,19.81
6/25/17,0.02,72.7,79.1,85.4,70.6,1.84,15.32
6/26/17,0,67.1,75.9,84.6,66.9,1.76,16.19
6/27/17,0,68.4,78.2,88,68.5,1.24,21.67
6/28/17,0,67.9,78.1,88.3,69.2,1.01,20.52
6/29/17,0,70.5,79.3,88.1,70.4,1.07,19.73
6/30/17,0,74.1,82.8,91.5,73.8,2.01,23.44
7/1/17,0,78.4,85.9,93.3,75.3,1.15,25.15
7/2/17,0,73.6,82.6,91.6,73.5,1.12,23.81
7/3/17,0,73.6,83.4,93.2,74.2,0.27,25.65
7/4/17,0,76,84.7,93.3,73.7,0.74,27.32
7/5/17,0.04,76,84,92,73.6,0.9,24.58
7/6/17,0,74.3,83.8,93.4,73.1,0.72,30.48
7/7/17,0.02,73.2,83.3,93.5,72.5,0.57,26.92
7/8/17,0.01,74.7,84.2,93.8,73.1,1.55,27.58
7/9/17,0.37,70.5,82.6,94.6,71.4,0.56,28.84
7/10/17,0.53,70,81.2,92.4,71.1,0.26,24.76
7/11/17,0,70.7,80,89.4,71.8,0.24,21.23
7/12/17,0,73.9,83,92.1,73.4,0.57,23.6
7/13/17,0.01,72.4,81.8,91.2,73.3,0.36,23.2
7/14/17,0,72.7,83.9,95.1,73.1,0.41,31.17
7/15/17,0.33,73.5,84.3,95.2,73.1,1.25,28.9
7/16/17,0.37,71.9,82.3,92.6,73.7,0.14,22.67
7/17/17,0.28,72.6,80.4,88.2,73.8,0.33,14.51
7/18/17,0.03,73.5,82.6,91.7,74.3,0.46,21.48
7/19/17,0,74.1,84,93.8,74.4,0.55,26.27
7/20/17,0,75.2,84.6,94,73.8,1.6,27.57
7/21/17,0,75.8,85.1,94.3,73.8,1.83,28.39
7/22/17,0,75.1,84.8,94.4,73.1,1.45,29.69
7/23/17,0,75.3,84.7,94,73.7,1.41,28.13
7/24/17,0.63,74.2,83.8,93.4,73.6,1.25,25.41
7/25/17,1.28,72.3,78.8,85.3,73.9,0.38,11.02
7/26/17,0,75,84.1,93.3,73.5,0.96,27.31
7/27/17,0,74.4,84.3,94.2,73.5,0.3,28.07
7/28/17,0,75.3,84.7,94.2,73.5,1.69,27.39
7/29/17,0,77.3,86.2,95,73.9,2.44,28.55
7/30/17,0,75.5,83.8,92.1,74.2,3,21.31
7/31/17,0,68.9,79.6,90.3,63.6,3.47,29.79
8/1/17,0,70.5,80.9,91.4,67.4,2.14,28.84
8/2/17,0.17,74.9,83.7,92.5,70.3,1.8,29.92
8/3/17,0.47,71.9,75.1,78.2,72.3,0.61,4.87
8/4/17,0,72.9,80.5,88.1,71.9,0.74,19.99
8/5/17,0,72.4,82.5,92.5,71.7,0.85,27.2
8/6/17,0,72.5,82.9,93.3,73.8,0.59,26.57
8/7/17,0,76.3,85.1,94,74.7,1.15,27.48
8/8/17,0.82,74.1,78.7,83.2,74,0.63,9.31
8/9/17,0.49,74,79.4,84.8,73.5,0.57,13.09
8/10/17,0.36,75.1,79.4,83.8,74.6,0.85,10.34
8/11/17,0,76.5,84.7,92.8,75.6,0.74,24.01
8/12/17,0,77.3,85.8,94.2,75.5,1.24,25.86
8/13/17,0,75.3,85.3,95.2,74.8,0.96,29.04
8/14/17,0.03,76.4,84.6,92.7,75.1,1.37,25.47
8/15/17,0,76.1,85.3,94.5,74.7,1.3,28.51
8/16/17,0,76.8,85.9,95,74.6,1.01,31.55
8/17/17,0,77.8,86.7,95.6,75.4,1.36,30.43
8/18/17,1.07,76.5,83.8,91,74.7,2.04,20.84
8/19/17,0,75.9,86.1,96.3,74,1.58,33.48
8/20/17,0,75,85.8,96.6,74.1,1.31,33.56
8/21/17,0.07,74.2,85.1,96,72.9,0.8,33.26
8/22/17,0,73.2,83,92.8,73.2,0.74,27.05
8/23/17,0,72.8,83.8,94.9,72.2,0.73,32.2
8/24/17,0.13,74.1,84.4,94.8,72.4,1.23,30.99
8/25/17,0.06,74.4,82.2,90.1,72,2.15,21.28
8/26/17,0.05,72.4,78.6,84.7,69.4,2.78,15.3
8/27/17,1.87,74.2,76,77.9,73.2,0.63,5.14
8/28/17,2.85,68.5,72.1,75.8,70.4,0.42,2.86
8/29/17,1.16,70.6,71.9,73.2,68.5,1.57,3.17
8/30/17,1.27,69.7,72.5,75.4,67.1,1.39,7.86
8/31/17,1.71,69.9,72.3,74.6,68.3,1.73,5.22
9/1/17,0,66.1,76.9,87.8,68.8,0.18,21.06
9/2/17,0,66.2,77.3,88.3,68.2,0.13,23.23
9/3/17,0,66,77.7,89.4,68.9,0.49,25.1
9/4/17,0,66.7,78.5,90.2,68.6,0.56,25.59
9/5/17,0,66.3,77.7,89.2,68.9,0.06,25.19
9/6/17,1.09,65.3,78.2,91.1,69.6,0.35,24.05
9/7/17,0,54.5,68.3,82.1,53.6,0.76,25.51
9/8/17,0,54.3,66.7,79.2,54.1,0.53,20.95
